"ITEM","DMDUNIT","MAX_DATE","BASEPRICE","LOC","SPZONE","PMZONE","U_COUNTRY"
"129691885","129691884_NOCOLOUR",02-APR-22,3.664,"308630003","7_79","8_252","OMN"
"129691885","129691884_NOCOLOUR",02-APR-22,3.664,"307390003","7_79","8_252","OMN"
"129691885","129691884_NOCOLOUR",02-APR-22,3.664,"307490003","7_79","8_252","OMN"
"220100356","220000005_NOCOLOUR",01-MAR-22,1.2,"308630003","7_79","8_252","OMN"
"220100356","220000005_NOCOLOUR",01-MAR-22,1.2,"307390003","7_79","8_252","OMN"
"220100356","220000005_NOCOLOUR",01-MAR-22,1.2,"307490003","7_79","8_252","OMN"
"220108249","220000110_NOCOLOUR",28-DEC-18,1.73,"308630003","7_79","8_252","OMN"
"220108249","220000110_NOCOLOUR",28-DEC-18,1.73,"307390003","7_79","8_252","OMN"
"220108249","220000110_NOCOLOUR",28-DEC-18,1.73,"307490003","7_79","8_252","OMN"
"220101333","220000114_NOCOLOUR",28-DEC-18,9.63,"308630003","7_79","8_252","OMN"
"220101333","220000114_NOCOLOUR",28-DEC-18,9.63,"307390003","7_79","8_252","OMN"
"220101333","220000114_NOCOLOUR",28-DEC-18,9.63,"307490003","7_79","8_252","OMN"
"220111203","220000171_NOCOLOUR",28-DEC-18,4.53,"308630003","7_79","8_252","OMN"
"220111203","220000171_NOCOLOUR",28-DEC-18,4.53,"307390003","7_79","8_252","OMN"
"220111203","220000171_NOCOLOUR",28-DEC-18,4.53,"307490003","7_79","8_252","OMN"
"220122307","220000252_NOCOLOUR",01-MAR-22,0.1,"308630003","7_79","8_252","OMN"
"220122307","220000252_NOCOLOUR",01-MAR-22,0.1,"307390003","7_79","8_252","OMN"
"220122307","220000252_NOCOLOUR",01-MAR-22,0.1,"307490003","7_79","8_252","OMN"
"220115743","220000377_NOCOLOUR",01-MAR-22,0.6848,"308630003","7_79","8_252","OMN"
"220115743","220000377_NOCOLOUR",01-MAR-22,0.6848,"307390003","7_79","8_252","OMN"
"220115743","220000377_NOCOLOUR",01-MAR-22,0.6848,"307490003","7_79","8_252","OMN"
"220121782","220000500_NOCOLOUR",01-MAR-22,3.15,"308630003","7_79","8_252","OMN"
"220121782","220000500_NOCOLOUR",01-MAR-22,3.15,"307390003","7_79","8_252","OMN"
"220121782","220000500_NOCOLOUR",01-MAR-22,3.15,"307490003","7_79","8_252","OMN"
"220114510","220000536_NOCOLOUR",01-MAR-22,0.525,"308630003","7_79","8_252","OMN"
"220114510","220000536_NOCOLOUR",01-MAR-22,0.525,"307390003","7_79","8_252","OMN"
"220114510","220000536_NOCOLOUR",01-MAR-22,0.525,"307490003","7_79","8_252","OMN"
"220110324","220000537_NOCOLOUR",01-MAR-22,0.5,"308630003","7_79","8_252","OMN"
"220110324","220000537_NOCOLOUR",01-MAR-22,0.5,"307390003","7_79","8_252","OMN"
"220110324","220000537_NOCOLOUR",01-MAR-22,0.5,"307490003","7_79","8_252","OMN"
"220120850","220000546_NOCOLOUR",28-DEC-18,0.54,"308630003","7_79","8_252","OMN"
"220120850","220000546_NOCOLOUR",28-DEC-18,0.54,"307390003","7_79","8_252","OMN"
"220120850","220000546_NOCOLOUR",28-DEC-18,0.54,"307490003","7_79","8_252","OMN"
"220114366","220000551_NOCOLOUR",01-MAR-22,15.225,"308630003","7_79","8_252","OMN"
"220114366","220000551_NOCOLOUR",01-MAR-22,15.225,"307390003","7_79","8_252","OMN"
"220114366","220000551_NOCOLOUR",01-MAR-22,15.225,"307490003","7_79","8_252","OMN"
"220112575","220000552_NOCOLOUR",01-MAR-22,0.525,"308630003","7_79","8_252","OMN"
"220112575","220000552_NOCOLOUR",01-MAR-22,0.525,"307390003","7_79","8_252","OMN"
"220112575","220000552_NOCOLOUR",01-MAR-22,0.525,"307490003","7_79","8_252","OMN"
"220116671","220000553_NOCOLOUR",01-MAR-22,0.525,"308630003","7_79","8_252","OMN"
"220116671","220000553_NOCOLOUR",01-MAR-22,0.525,"307390003","7_79","8_252","OMN"
"220116671","220000553_NOCOLOUR",01-MAR-22,0.525,"307490003","7_79","8_252","OMN"
"220119109","220000560_NOCOLOUR",01-MAR-22,0.105,"308630003","7_79","8_252","OMN"
"220119109","220000560_NOCOLOUR",01-MAR-22,0.105,"307390003","7_79","8_252","OMN"
"220119109","220000560_NOCOLOUR",01-MAR-22,0.105,"307490003","7_79","8_252","OMN"
"220104551","220000569_NOCOLOUR",30-DEC-21,1.5,"308630003","7_79","8_252","OMN"
"220104551","220000569_NOCOLOUR",30-DEC-21,1.5,"307390003","7_79","8_252","OMN"
"220104551","220000569_NOCOLOUR",30-DEC-21,1.5,"307490003","7_79","8_252","OMN"
"220108478","220000581_NOCOLOUR",01-MAR-22,1.55,"308630003","7_79","8_252","OMN"
"220108478","220000581_NOCOLOUR",01-MAR-22,1.55,"307390003","7_79","8_252","OMN"
"220108478","220000581_NOCOLOUR",01-MAR-22,1.55,"307490003","7_79","8_252","OMN"
"220092399","220000595_NOCOLOUR",01-MAR-22,0.5,"308630003","7_79","8_252","OMN"
"220092399","220000595_NOCOLOUR",01-MAR-22,0.5,"307390003","7_79","8_252","OMN"
"220092399","220000595_NOCOLOUR",01-MAR-22,0.5,"307490003","7_79","8_252","OMN"
"220195672","220000603_NOCOLOUR",16-APR-21,9.45,"308630003","7_79","8_252","OMN"
"220195672","220000603_NOCOLOUR",16-APR-21,9.45,"307390003","7_79","8_252","OMN"
"220195672","220000603_NOCOLOUR",16-APR-21,9.45,"307490003","7_79","8_252","OMN"
"220124252","220001893_NOCOLOUR",17-NOV-20,7.06,"308630003","7_79","8_252","OMN"
"220124252","220001893_NOCOLOUR",17-NOV-20,7.06,"307390003","7_79","8_252","OMN"
"220124252","220001893_NOCOLOUR",17-NOV-20,7.06,"307490003","7_79","8_252","OMN"
"220098638","220002162_NOCOLOUR",01-MAR-22,8,"308630003","7_79","8_252","OMN"
"220098638","220002162_NOCOLOUR",01-MAR-22,8,"307390003","7_79","8_252","OMN"
"220098638","220002162_NOCOLOUR",01-MAR-22,8,"307490003","7_79","8_252","OMN"
"220095080","220002711_NOCOLOUR",28-DEC-18,3.5,"308630003","7_79","8_252","OMN"
"220095080","220002711_NOCOLOUR",28-DEC-18,3.5,"307390003","7_79","8_252","OMN"
"220095080","220002711_NOCOLOUR",28-DEC-18,3.5,"307490003","7_79","8_252","OMN"
"220103958","220002712_NOCOLOUR",28-DEC-18,7,"308630003","7_79","8_252","OMN"
"220103958","220002712_NOCOLOUR",28-DEC-18,7,"307390003","7_79","8_252","OMN"
"220103958","220002712_NOCOLOUR",28-DEC-18,7,"307490003","7_79","8_252","OMN"
"220074782","220002733_NOCOLOUR",28-DEC-18,0.5,"308630003","7_79","8_252","OMN"
"220074782","220002733_NOCOLOUR",28-DEC-18,0.5,"307390003","7_79","8_252","OMN"
"220074782","220002733_NOCOLOUR",28-DEC-18,0.5,"307490003","7_79","8_252","OMN"
"220177331","220002779_NOCOLOUR",01-MAR-22,1,"308630003","7_79","8_252","OMN"
"220177331","220002779_NOCOLOUR",01-MAR-22,1,"307390003","7_79","8_252","OMN"
"220177331","220002779_NOCOLOUR",01-MAR-22,1,"307490003","7_79","8_252","OMN"
"220098397","220002838_NOCOLOUR",28-DEC-18,2.16,"308630003","7_79","8_252","OMN"
"220098397","220002838_NOCOLOUR",28-DEC-18,2.16,"307390003","7_79","8_252","OMN"
"220098397","220002838_NOCOLOUR",28-DEC-18,2.16,"307490003","7_79","8_252","OMN"
"220105786","220002843_NOCOLOUR",16-APR-21,0.58,"308630003","7_79","8_252","OMN"
"220105786","220002843_NOCOLOUR",16-APR-21,0.58,"307390003","7_79","8_252","OMN"
"220105786","220002843_NOCOLOUR",16-APR-21,0.58,"307490003","7_79","8_252","OMN"
"220105047","220002850_NOCOLOUR",24-FEB-19,0.075,"308630003","7_79","8_252","OMN"
"220105047","220002850_NOCOLOUR",24-FEB-19,0.075,"307390003","7_79","8_252","OMN"
"220105047","220002850_NOCOLOUR",24-FEB-19,0.075,"307490003","7_79","8_252","OMN"
"220090510","220002879_NOCOLOUR",28-DEC-18,2.8,"308630003","7_79","8_252","OMN"
"220090510","220002879_NOCOLOUR",28-DEC-18,2.8,"307390003","7_79","8_252","OMN"
"220090510","220002879_NOCOLOUR",28-DEC-18,2.8,"307490003","7_79","8_252","OMN"
"220190930","220002927_NOCOLOUR",16-APR-21,4.515,"308630003","7_79","8_252","OMN"
"220190930","220002927_NOCOLOUR",16-APR-21,4.515,"307390003","7_79","8_252","OMN"
"220190930","220002927_NOCOLOUR",16-APR-21,4.515,"307490003","7_79","8_252","OMN"
"220088425","220002953_NOCOLOUR",16-APR-21,13.125,"308630003","7_79","8_252","OMN"
"220088425","220002953_NOCOLOUR",16-APR-21,13.125,"307390003","7_79","8_252","OMN"
"220088425","220002953_NOCOLOUR",16-APR-21,13.125,"307490003","7_79","8_252","OMN"
"220092229","220002997_NOCOLOUR",28-DEC-18,1.03,"308630003","7_79","8_252","OMN"
"220092229","220002997_NOCOLOUR",28-DEC-18,1.03,"307390003","7_79","8_252","OMN"
"220092229","220002997_NOCOLOUR",28-DEC-18,1.03,"307490003","7_79","8_252","OMN"
"220099925","220003035_NOCOLOUR",28-DEC-18,1.21,"308630003","7_79","8_252","OMN"
"220099925","220003035_NOCOLOUR",28-DEC-18,1.21,"307390003","7_79","8_252","OMN"
"220099925","220003035_NOCOLOUR",28-DEC-18,1.21,"307490003","7_79","8_252","OMN"
"220095767","220003036_NOCOLOUR",28-DEC-18,8,"308630003","7_79","8_252","OMN"
"220095767","220003036_NOCOLOUR",28-DEC-18,8,"307390003","7_79","8_252","OMN"
"220095767","220003036_NOCOLOUR",28-DEC-18,8,"307490003","7_79","8_252","OMN"
"220116825","220003153_NOCOLOUR",01-MAR-22,0.1,"308630003","7_79","8_252","OMN"
"220116825","220003153_NOCOLOUR",01-MAR-22,0.1,"307390003","7_79","8_252","OMN"
"220116825","220003153_NOCOLOUR",01-MAR-22,0.1,"307490003","7_79","8_252","OMN"
"220102338","220003193_NOCOLOUR",16-APR-21,2.1,"308630003","7_79","8_252","OMN"
"220102338","220003193_NOCOLOUR",16-APR-21,2.1,"307390003","7_79","8_252","OMN"
"220102338","220003193_NOCOLOUR",16-APR-21,2.1,"307490003","7_79","8_252","OMN"
"220191589","220003236_NOCOLOUR",01-MAR-22,4.3,"308630003","7_79","8_252","OMN"
"220191589","220003236_NOCOLOUR",01-MAR-22,4.3,"307390003","7_79","8_252","OMN"
"220191589","220003236_NOCOLOUR",01-MAR-22,4.3,"307490003","7_79","8_252","OMN"
"220094324","220003258_NOCOLOUR",28-DEC-18,0.8,"308630003","7_79","8_252","OMN"
"220094324","220003258_NOCOLOUR",28-DEC-18,0.8,"307390003","7_79","8_252","OMN"
"220094324","220003258_NOCOLOUR",28-DEC-18,0.8,"307490003","7_79","8_252","OMN"
"220094620","220003264_NOCOLOUR",28-DEC-18,0.44,"308630003","7_79","8_252","OMN"
"220094620","220003264_NOCOLOUR",28-DEC-18,0.44,"307390003","7_79","8_252","OMN"
"220094620","220003264_NOCOLOUR",28-DEC-18,0.44,"307490003","7_79","8_252","OMN"
"220095079","220003320_NOCOLOUR",01-MAR-22,2,"308630003","7_79","8_252","OMN"
"220095079","220003320_NOCOLOUR",01-MAR-22,2,"307390003","7_79","8_252","OMN"
"220095079","220003320_NOCOLOUR",01-MAR-22,2,"307490003","7_79","8_252","OMN"
"220112135","220003333_NOCOLOUR",01-MAR-22,1,"308630003","7_79","8_252","OMN"
"220112135","220003333_NOCOLOUR",01-MAR-22,1,"307390003","7_79","8_252","OMN"
"220112135","220003333_NOCOLOUR",01-MAR-22,1,"307490003","7_79","8_252","OMN"
"220104147","220003370_NOCOLOUR",28-DEC-18,1.75,"308630003","7_79","8_252","OMN"
"220104147","220003370_NOCOLOUR",28-DEC-18,1.75,"307390003","7_79","8_252","OMN"
"220104147","220003370_NOCOLOUR",28-DEC-18,1.75,"307490003","7_79","8_252","OMN"
"220096438","220003373_NOCOLOUR",28-DEC-18,6.12,"308630003","7_79","8_252","OMN"
"220096438","220003373_NOCOLOUR",28-DEC-18,6.12,"307390003","7_79","8_252","OMN"
"220096438","220003373_NOCOLOUR",28-DEC-18,6.12,"307490003","7_79","8_252","OMN"
"220093906","220003516_NOCOLOUR",28-DEC-18,1.21,"308630003","7_79","8_252","OMN"
"220093906","220003516_NOCOLOUR",28-DEC-18,1.21,"307390003","7_79","8_252","OMN"
"220093906","220003516_NOCOLOUR",28-DEC-18,1.21,"307490003","7_79","8_252","OMN"
"220087017","220003520_NOCOLOUR",16-APR-21,4.41,"308630003","7_79","8_252","OMN"
"220087017","220003520_NOCOLOUR",16-APR-21,4.41,"307390003","7_79","8_252","OMN"
"220087017","220003520_NOCOLOUR",16-APR-21,4.41,"307490003","7_79","8_252","OMN"
"220076225","220003524_NOCOLOUR",01-MAR-22,0.5,"308630003","7_79","8_252","OMN"
"220076225","220003524_NOCOLOUR",01-MAR-22,0.5,"307390003","7_79","8_252","OMN"
"220076225","220003524_NOCOLOUR",01-MAR-22,0.5,"307490003","7_79","8_252","OMN"
"220095294","220003595_NOCOLOUR",28-DEC-18,5.875,"308630003","7_79","8_252","OMN"
"220095294","220003595_NOCOLOUR",28-DEC-18,5.875,"307390003","7_79","8_252","OMN"
"220095294","220003595_NOCOLOUR",28-DEC-18,5.875,"307490003","7_79","8_252","OMN"
"220106378","220003738_NOCOLOUR",28-DEC-18,2.8,"308630003","7_79","8_252","OMN"
"220106378","220003738_NOCOLOUR",28-DEC-18,2.8,"307390003","7_79","8_252","OMN"
"220106378","220003738_NOCOLOUR",28-DEC-18,2.8,"307490003","7_79","8_252","OMN"
"220094847","220003754_NOCOLOUR",16-APR-21,1.575,"308630003","7_79","8_252","OMN"
"220094847","220003754_NOCOLOUR",16-APR-21,1.575,"307390003","7_79","8_252","OMN"
"220094847","220003754_NOCOLOUR",16-APR-21,1.575,"307490003","7_79","8_252","OMN"
"220106142","220003769_NOCOLOUR",28-DEC-18,1.76,"308630003","7_79","8_252","OMN"
"220106142","220003769_NOCOLOUR",28-DEC-18,1.76,"307390003","7_79","8_252","OMN"
"220106142","220003769_NOCOLOUR",28-DEC-18,1.76,"307490003","7_79","8_252","OMN"
"220100518","220003770_NOCOLOUR",28-DEC-18,6.81,"308630003","7_79","8_252","OMN"
"220100518","220003770_NOCOLOUR",28-DEC-18,6.81,"307390003","7_79","8_252","OMN"
"220100518","220003770_NOCOLOUR",28-DEC-18,6.81,"307490003","7_79","8_252","OMN"
"220106376","220003794_NOCOLOUR",16-APR-21,10.5,"308630003","7_79","8_252","OMN"
"220106376","220003794_NOCOLOUR",16-APR-21,10.5,"307390003","7_79","8_252","OMN"
"220106376","220003794_NOCOLOUR",16-APR-21,10.5,"307490003","7_79","8_252","OMN"
"220103539","220003801_NOCOLOUR",28-DEC-18,2.1,"308630003","7_79","8_252","OMN"
"220103539","220003801_NOCOLOUR",28-DEC-18,2.1,"307390003","7_79","8_252","OMN"
"220103539","220003801_NOCOLOUR",28-DEC-18,2.1,"307490003","7_79","8_252","OMN"
"220107088","220003816_NOCOLOUR",28-DEC-18,15.5,"308630003","7_79","8_252","OMN"
"220107088","220003816_NOCOLOUR",28-DEC-18,15.5,"307390003","7_79","8_252","OMN"
"220107088","220003816_NOCOLOUR",28-DEC-18,15.5,"307490003","7_79","8_252","OMN"
"220103689","220003826_NOCOLOUR",28-DEC-18,1.33,"308630003","7_79","8_252","OMN"
"220103689","220003826_NOCOLOUR",28-DEC-18,1.33,"307390003","7_79","8_252","OMN"
"220103689","220003826_NOCOLOUR",28-DEC-18,1.33,"307490003","7_79","8_252","OMN"
"220102228","220003852_NOCOLOUR",28-DEC-18,2.16,"308630003","7_79","8_252","OMN"
"220102228","220003852_NOCOLOUR",28-DEC-18,2.16,"307390003","7_79","8_252","OMN"
"220102228","220003852_NOCOLOUR",28-DEC-18,2.16,"307490003","7_79","8_252","OMN"
"220076053","220003872_NOCOLOUR",01-MAR-22,3,"308630003","7_79","8_252","OMN"
"220076053","220003872_NOCOLOUR",01-MAR-22,3,"307390003","7_79","8_252","OMN"
"220076053","220003872_NOCOLOUR",01-MAR-22,3,"307490003","7_79","8_252","OMN"
"220105784","220003875_NOCOLOUR",28-DEC-18,2.05,"308630003","7_79","8_252","OMN"
"220105784","220003875_NOCOLOUR",28-DEC-18,2.05,"307390003","7_79","8_252","OMN"
"220105784","220003875_NOCOLOUR",28-DEC-18,2.05,"307490003","7_79","8_252","OMN"
"220105044","220003897_NOCOLOUR",28-DEC-18,2.27,"308630003","7_79","8_252","OMN"
"220105044","220003897_NOCOLOUR",28-DEC-18,2.27,"307390003","7_79","8_252","OMN"
"220105044","220003897_NOCOLOUR",28-DEC-18,2.27,"307490003","7_79","8_252","OMN"
"220096803","220003909_NOCOLOUR",01-MAR-22,0.89,"308630003","7_79","8_252","OMN"
"220096803","220003909_NOCOLOUR",01-MAR-22,0.89,"307390003","7_79","8_252","OMN"
"220096803","220003909_NOCOLOUR",01-MAR-22,0.89,"307490003","7_79","8_252","OMN"
"220112138","220003910_NOCOLOUR",28-DEC-18,10,"308630003","7_79","8_252","OMN"
"220112138","220003910_NOCOLOUR",28-DEC-18,10,"307390003","7_79","8_252","OMN"
"220112138","220003910_NOCOLOUR",28-DEC-18,10,"307490003","7_79","8_252","OMN"
"220106824","220003913_NOCOLOUR",28-DEC-18,2.8,"308630003","7_79","8_252","OMN"
"220106824","220003913_NOCOLOUR",28-DEC-18,2.8,"307390003","7_79","8_252","OMN"
"220106824","220003913_NOCOLOUR",28-DEC-18,2.8,"307490003","7_79","8_252","OMN"
"220108238","220003928_NOCOLOUR",01-MAR-22,0.5,"308630003","7_79","8_252","OMN"
"220108238","220003928_NOCOLOUR",01-MAR-22,0.5,"307390003","7_79","8_252","OMN"
"220108238","220003928_NOCOLOUR",01-MAR-22,0.5,"307490003","7_79","8_252","OMN"
"220107090","220003991_NOCOLOUR",01-MAR-22,1.8,"308630003","7_79","8_252","OMN"
"220107090","220003991_NOCOLOUR",01-MAR-22,1.8,"307390003","7_79","8_252","OMN"
"220107090","220003991_NOCOLOUR",01-MAR-22,1.8,"307490003","7_79","8_252","OMN"
"220118109","220004026_NOCOLOUR",01-MAR-22,6.45,"308630003","7_79","8_252","OMN"
"220118109","220004026_NOCOLOUR",01-MAR-22,6.45,"307390003","7_79","8_252","OMN"
"220118109","220004026_NOCOLOUR",01-MAR-22,6.45,"307490003","7_79","8_252","OMN"
"220112141","220004165_NOCOLOUR",19-AUG-21,9.23,"308630003","7_79","8_252","OMN"
"220112141","220004165_NOCOLOUR",19-AUG-21,9.23,"307390003","7_79","8_252","OMN"
"220112141","220004165_NOCOLOUR",19-AUG-21,9.23,"307490003","7_79","8_252","OMN"
"220103692","220004203_NOCOLOUR",28-DEC-18,0.8,"308630003","7_79","8_252","OMN"
"220103692","220004203_NOCOLOUR",28-DEC-18,0.8,"307390003","7_79","8_252","OMN"
"220103692","220004203_NOCOLOUR",28-DEC-18,0.8,"307490003","7_79","8_252","OMN"
"220091620","220004204_NOCOLOUR",01-MAR-22,1.64,"308630003","7_79","8_252","OMN"
"220091620","220004204_NOCOLOUR",01-MAR-22,1.64,"307390003","7_79","8_252","OMN"
"220091620","220004204_NOCOLOUR",01-MAR-22,1.64,"307490003","7_79","8_252","OMN"
"220111182","220004226_NOCOLOUR",01-MAR-22,12.5,"308630003","7_79","8_252","OMN"
"220111182","220004226_NOCOLOUR",01-MAR-22,12.5,"307390003","7_79","8_252","OMN"
"220111182","220004226_NOCOLOUR",01-MAR-22,12.5,"307490003","7_79","8_252","OMN"
"220088427","220004266_NOCOLOUR",01-MAR-22,0.1,"308630003","7_79","8_252","OMN"
"220088427","220004266_NOCOLOUR",01-MAR-22,0.1,"307390003","7_79","8_252","OMN"
"220088427","220004266_NOCOLOUR",01-MAR-22,0.1,"307490003","7_79","8_252","OMN"
"220096184","220004272_NOCOLOUR",28-DEC-18,2.23,"308630003","7_79","8_252","OMN"
"220096184","220004272_NOCOLOUR",28-DEC-18,2.23,"307390003","7_79","8_252","OMN"
"220096184","220004272_NOCOLOUR",28-DEC-18,2.23,"307490003","7_79","8_252","OMN"
"220116139","220004290_NOCOLOUR",28-DEC-18,4.45,"308630003","7_79","8_252","OMN"
"220116139","220004290_NOCOLOUR",28-DEC-18,4.45,"307390003","7_79","8_252","OMN"
"220116139","220004290_NOCOLOUR",28-DEC-18,4.45,"307490003","7_79","8_252","OMN"
"220101630","220004300_NOCOLOUR",01-MAR-22,0.1,"308630003","7_79","8_252","OMN"
"220101630","220004300_NOCOLOUR",01-MAR-22,0.1,"307390003","7_79","8_252","OMN"
"220101630","220004300_NOCOLOUR",01-MAR-22,0.1,"307490003","7_79","8_252","OMN"
"220091618","220004313_NOCOLOUR",16-APR-21,10.5,"308630003","7_79","8_252","OMN"
"220091618","220004313_NOCOLOUR",16-APR-21,10.5,"307390003","7_79","8_252","OMN"
"220091618","220004313_NOCOLOUR",16-APR-21,10.5,"307490003","7_79","8_252","OMN"
"220108447","220004504_NOCOLOUR",28-DEC-18,0.7,"308630003","7_79","8_252","OMN"
"220108447","220004504_NOCOLOUR",28-DEC-18,0.7,"307390003","7_79","8_252","OMN"
"220108447","220004504_NOCOLOUR",28-DEC-18,0.7,"307490003","7_79","8_252","OMN"
"220080719","220004505_NOCOLOUR",28-DEC-18,0.8,"308630003","7_79","8_252","OMN"
"220080719","220004505_NOCOLOUR",28-DEC-18,0.8,"307390003","7_79","8_252","OMN"
"220080719","220004505_NOCOLOUR",28-DEC-18,0.8,"307490003","7_79","8_252","OMN"
"220116140","220004570_NOCOLOUR",01-MAR-22,0.83,"308630003","7_79","8_252","OMN"
"220116140","220004570_NOCOLOUR",01-MAR-22,0.83,"307390003","7_79","8_252","OMN"
"220116140","220004570_NOCOLOUR",01-MAR-22,0.83,"307490003","7_79","8_252","OMN"
"220091446","220004584_NOCOLOUR",01-MAR-22,8.05,"308630003","7_79","8_252","OMN"
"220091446","220004584_NOCOLOUR",01-MAR-22,8.05,"307390003","7_79","8_252","OMN"
"220091446","220004584_NOCOLOUR",01-MAR-22,8.05,"307490003","7_79","8_252","OMN"
"220102340","220004641_NOCOLOUR",28-DEC-18,0.9,"308630003","7_79","8_252","OMN"
"220102340","220004641_NOCOLOUR",28-DEC-18,0.9,"307390003","7_79","8_252","OMN"
"220102340","220004641_NOCOLOUR",28-DEC-18,0.9,"307490003","7_79","8_252","OMN"
"220122419","220004663_NOCOLOUR",28-DEC-18,5,"308630003","7_79","8_252","OMN"
"220122419","220004663_NOCOLOUR",28-DEC-18,5,"307390003","7_79","8_252","OMN"
"220122419","220004663_NOCOLOUR",28-DEC-18,5,"307490003","7_79","8_252","OMN"
"220106143","220004705_NOCOLOUR",02-OCT-21,2,"308630003","7_79","8_252","OMN"
"220106143","220004705_NOCOLOUR",02-OCT-21,2,"307390003","7_79","8_252","OMN"
"220106143","220004705_NOCOLOUR",02-OCT-21,2,"307490003","7_79","8_252","OMN"
"220093908","220004769_NOCOLOUR",28-DEC-18,3,"308630003","7_79","8_252","OMN"
"220093908","220004769_NOCOLOUR",28-DEC-18,3,"307390003","7_79","8_252","OMN"
"220093908","220004769_NOCOLOUR",28-DEC-18,3,"307490003","7_79","8_252","OMN"
"220095549","220004771_NOCOLOUR",01-MAR-22,3.15,"308630003","7_79","8_252","OMN"
"220095549","220004771_NOCOLOUR",01-MAR-22,3.15,"307390003","7_79","8_252","OMN"
"220095549","220004771_NOCOLOUR",01-MAR-22,3.15,"307490003","7_79","8_252","OMN"
"220107283","220004788_NOCOLOUR",28-DEC-18,0.36,"308630003","7_79","8_252","OMN"
"220107283","220004788_NOCOLOUR",28-DEC-18,0.36,"307390003","7_79","8_252","OMN"
"220107283","220004788_NOCOLOUR",28-DEC-18,0.36,"307490003","7_79","8_252","OMN"
"220095248","220004803_NOCOLOUR",16-APR-21,2.625,"308630003","7_79","8_252","OMN"
"220095248","220004803_NOCOLOUR",16-APR-21,2.625,"307390003","7_79","8_252","OMN"
"220095248","220004803_NOCOLOUR",16-APR-21,2.625,"307490003","7_79","8_252","OMN"
"220108446","220004818_NOCOLOUR",28-DEC-18,0.68,"308630003","7_79","8_252","OMN"
"220108446","220004818_NOCOLOUR",28-DEC-18,0.68,"307390003","7_79","8_252","OMN"
"220108446","220004818_NOCOLOUR",28-DEC-18,0.68,"307490003","7_79","8_252","OMN"
"220118851","220004819_NOCOLOUR",28-DEC-18,0.58,"308630003","7_79","8_252","OMN"
"220118851","220004819_NOCOLOUR",28-DEC-18,0.58,"307390003","7_79","8_252","OMN"
"220118851","220004819_NOCOLOUR",28-DEC-18,0.58,"307490003","7_79","8_252","OMN"
"220107089","220004821_NOCOLOUR",16-APR-21,8.82,"308630003","7_79","8_252","OMN"
"220107089","220004821_NOCOLOUR",16-APR-21,8.82,"307390003","7_79","8_252","OMN"
"220107089","220004821_NOCOLOUR",16-APR-21,8.82,"307490003","7_79","8_252","OMN"
"220104901","220004851_NOCOLOUR",28-DEC-18,1.2,"308630003","7_79","8_252","OMN"
"220104901","220004851_NOCOLOUR",28-DEC-18,1.2,"307390003","7_79","8_252","OMN"
"220104901","220004851_NOCOLOUR",28-DEC-18,1.2,"307490003","7_79","8_252","OMN"
"220001679","220004876_NOCOLOUR",28-DEC-18,1.4,"308630003","7_79","8_252","OMN"
"220001679","220004876_NOCOLOUR",28-DEC-18,1.4,"307390003","7_79","8_252","OMN"
"220001679","220004876_NOCOLOUR",28-DEC-18,1.4,"307490003","7_79","8_252","OMN"
"220092580","220004877_NOCOLOUR",28-DEC-18,1.8,"308630003","7_79","8_252","OMN"
"220092580","220004877_NOCOLOUR",28-DEC-18,1.8,"307390003","7_79","8_252","OMN"
"220092580","220004877_NOCOLOUR",28-DEC-18,1.8,"307490003","7_79","8_252","OMN"
"220115836","220004910_NOCOLOUR",28-DEC-18,3.5,"308630003","7_79","8_252","OMN"
"220115836","220004910_NOCOLOUR",28-DEC-18,3.5,"307390003","7_79","8_252","OMN"
"220115836","220004910_NOCOLOUR",28-DEC-18,3.5,"307490003","7_79","8_252","OMN"
"220094852","220005117_NOCOLOUR",28-DEC-18,1.34,"308630003","7_79","8_252","OMN"
"220094852","220005117_NOCOLOUR",28-DEC-18,1.34,"307390003","7_79","8_252","OMN"
"220094852","220005117_NOCOLOUR",28-DEC-18,1.34,"307490003","7_79","8_252","OMN"
"220095293","220005121_NOCOLOUR",28-DEC-18,3.67,"308630003","7_79","8_252","OMN"
"220095293","220005121_NOCOLOUR",28-DEC-18,3.67,"307390003","7_79","8_252","OMN"
"220095293","220005121_NOCOLOUR",28-DEC-18,3.67,"307490003","7_79","8_252","OMN"
"220103955","220005147_NOCOLOUR",01-MAR-22,1.05,"308630003","7_79","8_252","OMN"
"220103955","220005147_NOCOLOUR",01-MAR-22,1.05,"307390003","7_79","8_252","OMN"
"220103955","220005147_NOCOLOUR",01-MAR-22,1.05,"307490003","7_79","8_252","OMN"
"220078346","220005161_NOCOLOUR",01-MAR-22,14.5,"308630003","7_79","8_252","OMN"
"220078346","220005161_NOCOLOUR",01-MAR-22,14.5,"307390003","7_79","8_252","OMN"
"220078346","220005161_NOCOLOUR",01-MAR-22,14.5,"307490003","7_79","8_252","OMN"
"220087010","220005165_NOCOLOUR",01-MAR-22,9.65,"308630003","7_79","8_252","OMN"
"220087010","220005165_NOCOLOUR",01-MAR-22,9.65,"307390003","7_79","8_252","OMN"
"220087010","220005165_NOCOLOUR",01-MAR-22,9.65,"307490003","7_79","8_252","OMN"
"220109000","220005166_NOCOLOUR",01-MAR-22,0.1,"308630003","7_79","8_252","OMN"
